,height,width,xmin,ymin,xmax,ymax,label
16612.png,17.0,13.0,17.0,1.0,30.0,18.0,3.0
16612.png,17.0,13.0,30.0,2.0,43.0,19.0,2.0
16613.png,33.0,14.0,40.0,6.0,54.0,39.0,7.0
16614.png,20.0,7.0,19.0,3.0,26.0,23.0,1.0
16614.png,20.0,10.0,25.0,2.0,35.0,22.0,7.0
16615.png,43.0,21.0,40.0,1.0,61.0,44.0,3.0
16615.png,43.0,7.0,69.0,8.0,76.0,51.0,1.0
16615.png,43.0,14.0,86.0,3.0,100.0,46.0,8.0
16616.png,41.0,24.0,39.0,7.0,63.0,48.0,2.0
16616.png,41.0,22.0,62.0,10.0,84.0,51.0,10.0
16617.png,50.0,15.0,46.0,10.0,61.0,60.0,1.0
16617.png,50.0,15.0,61.0,8.0,76.0,58.0,4.0
16617.png,50.0,15.0,75.0,8.0,90.0,58.0,3.0
16618.png,36.0,15.0,56.0,13.0,71.0,49.0,1.0
16618.png,36.0,19.0,70.0,14.0,89.0,50.0,5.0
16618.png,36.0,14.0,92.0,14.0,106.0,50.0,6.0
16619.png,33.0,13.0,58.0,21.0,71.0,54.0,1.0
16619.png,33.0,14.0,69.0,17.0,83.0,50.0,5.0
16619.png,33.0,14.0,83.0,15.0,97.0,48.0,10.0
16620.png,38.0,27.0,69.0,16.0,96.0,54.0,3.0
16620.png,38.0,29.0,94.0,18.0,123.0,56.0,10.0
16621.png,27.0,16.0,48.0,17.0,64.0,44.0,4.0
16622.png,71.0,42.0,120.0,19.0,162.0,90.0,3.0
16622.png,71.0,38.0,159.0,8.0,197.0,79.0,4.0
16623.png,65.0,36.0,74.0,13.0,110.0,78.0,2.0
16623.png,65.0,39.0,111.0,18.0,150.0,83.0,3.0
16624.png,27.0,9.0,48.0,11.0,57.0,38.0,1.0
16625.png,22.0,13.0,31.0,7.0,44.0,29.0,2.0
16626.png,17.0,9.0,24.0,4.0,33.0,21.0,4.0
16626.png,17.0,9.0,33.0,6.0,42.0,23.0,7.0
16627.png,106.0,84.0,104.0,22.0,188.0,128.0,3.0
16628.png,39.0,12.0,48.0,11.0,60.0,50.0,1.0
16628.png,39.0,17.0,61.0,16.0,78.0,55.0,3.0
16629.png,17.0,8.0,20.0,2.0,28.0,19.0,3.0
16630.png,28.0,15.0,29.0,5.0,44.0,33.0,3.0
16631.png,22.0,7.0,20.0,1.0,27.0,23.0,6.0
16631.png,22.0,9.0,28.0,1.0,37.0,23.0,4.0
16632.png,69.0,31.0,95.0,26.0,126.0,95.0,2.0
16632.png,69.0,27.0,128.0,18.0,155.0,87.0,3.0
16632.png,69.0,20.0,164.0,24.0,184.0,93.0,9.0
16632.png,69.0,27.0,189.0,21.0,216.0,90.0,10.0
16633.png,37.0,18.0,66.0,24.0,84.0,61.0,2.0
16633.png,37.0,17.0,82.0,22.0,99.0,59.0,3.0
16633.png,37.0,16.0,91.0,20.0,107.0,57.0,10.0
16634.png,59.0,24.0,51.0,9.0,75.0,68.0,9.0
16635.png,16.0,7.0,36.0,10.0,43.0,26.0,5.0
16635.png,16.0,7.0,46.0,10.0,53.0,26.0,3.0
16636.png,32.0,7.0,36.0,7.0,43.0,39.0,1.0
16636.png,32.0,9.0,42.0,6.0,51.0,38.0,9.0
16637.png,55.0,23.0,41.0,1.0,64.0,56.0,1.0
16637.png,55.0,32.0,62.0,1.0,94.0,56.0,5.0
16637.png,55.0,27.0,94.0,1.0,121.0,56.0,3.0
16638.png,27.0,11.0,30.0,5.0,41.0,32.0,1.0
16638.png,27.0,16.0,51.0,3.0,67.0,30.0,2.0
16639.png,59.0,37.0,45.0,3.0,82.0,62.0,2.0
16640.png,68.0,37.0,61.0,8.0,98.0,76.0,5.0
16641.png,78.0,28.0,79.0,3.0,107.0,81.0,5.0
16641.png,78.0,29.0,106.0,10.0,135.0,88.0,8.0
16642.png,34.0,15.0,39.0,7.0,54.0,41.0,4.0
16642.png,34.0,16.0,55.0,4.0,71.0,38.0,7.0
16643.png,35.0,18.0,31.0,2.0,49.0,37.0,2.0
16644.png,24.0,9.0,20.0,2.0,29.0,26.0,1.0
16644.png,24.0,8.0,27.0,1.0,35.0,25.0,1.0
16645.png,17.0,7.0,24.0,7.0,31.0,24.0,4.0
16645.png,17.0,7.0,30.0,6.0,37.0,23.0,7.0
16646.png,67.0,40.0,61.0,10.0,101.0,77.0,8.0
16646.png,67.0,43.0,106.0,10.0,149.0,77.0,6.0
16647.png,31.0,16.0,23.0,1.0,39.0,32.0,5.0
16647.png,31.0,15.0,38.0,1.0,53.0,32.0,7.0
16648.png,40.0,20.0,75.0,23.0,95.0,63.0,3.0
16648.png,40.0,19.0,94.0,20.0,113.0,60.0,6.0
16648.png,40.0,29.0,113.0,22.0,142.0,62.0,9.0
16649.png,19.0,9.0,38.0,14.0,47.0,33.0,3.0
16649.png,19.0,10.0,47.0,15.0,57.0,34.0,2.0
16650.png,21.0,8.0,20.0,2.0,28.0,23.0,1.0
16650.png,21.0,7.0,27.0,1.0,34.0,22.0,6.0
16650.png,21.0,7.0,34.0,2.0,41.0,23.0,9.0
16651.png,21.0,13.0,26.0,7.0,39.0,28.0,2.0
16651.png,21.0,14.0,39.0,4.0,53.0,25.0,9.0
16651.png,21.0,16.0,52.0,4.0,68.0,25.0,10.0
16652.png,25.0,13.0,38.0,13.0,51.0,38.0,2.0
16652.png,25.0,13.0,50.0,13.0,63.0,38.0,2.0
16653.png,18.0,12.0,19.0,2.0,31.0,20.0,7.0
16654.png,14.0,6.0,15.0,1.0,21.0,15.0,1.0
16654.png,14.0,6.0,23.0,1.0,29.0,15.0,8.0
16655.png,14.0,5.0,12.0,2.0,17.0,16.0,1.0
16655.png,14.0,5.0,17.0,1.0,22.0,15.0,3.0
16655.png,14.0,8.0,20.0,1.0,28.0,15.0,3.0
16656.png,20.0,10.0,28.0,7.0,38.0,27.0,9.0
16656.png,20.0,12.0,38.0,7.0,50.0,27.0,7.0
16657.png,31.0,16.0,27.0,3.0,43.0,34.0,7.0
16658.png,23.0,10.0,36.0,10.0,46.0,33.0,6.0
16658.png,23.0,13.0,45.0,6.0,58.0,29.0,3.0
16659.png,53.0,15.0,90.0,30.0,105.0,83.0,1.0
16659.png,53.0,20.0,108.0,28.0,128.0,81.0,3.0
16659.png,53.0,19.0,132.0,23.0,151.0,76.0,8.0
16660.png,46.0,14.0,49.0,8.0,63.0,54.0,7.0
16660.png,46.0,18.0,62.0,8.0,80.0,54.0,5.0
16661.png,16.0,6.0,15.0,1.0,21.0,17.0,1.0
16661.png,16.0,6.0,20.0,1.0,26.0,17.0,3.0
16662.png,62.0,46.0,65.0,10.0,111.0,72.0,7.0
16662.png,62.0,45.0,117.0,14.0,162.0,76.0,9.0
16663.png,17.0,10.0,21.0,3.0,31.0,20.0,4.0
16663.png,17.0,10.0,31.0,2.0,41.0,19.0,7.0
16664.png,53.0,17.0,74.0,10.0,91.0,63.0,1.0
16664.png,53.0,26.0,114.0,9.0,140.0,62.0,1.0
16665.png,21.0,12.0,19.0,3.0,31.0,24.0,5.0
16665.png,21.0,9.0,31.0,3.0,40.0,24.0,9.0
16666.png,21.0,10.0,24.0,4.0,34.0,25.0,7.0
16667.png,34.0,14.0,28.0,3.0,42.0,37.0,9.0
16667.png,34.0,14.0,40.0,3.0,54.0,37.0,10.0
16668.png,20.0,10.0,26.0,5.0,36.0,25.0,2.0
16668.png,20.0,14.0,31.0,5.0,45.0,25.0,10.0
16669.png,73.0,31.0,86.0,96.0,117.0,169.0,3.0
16669.png,73.0,33.0,107.0,91.0,140.0,164.0,3.0
16669.png,73.0,22.0,138.0,92.0,160.0,165.0,10.0
16669.png,73.0,35.0,157.0,91.0,192.0,164.0,10.0
16670.png,38.0,24.0,64.0,20.0,88.0,58.0,2.0
16671.png,16.0,4.0,19.0,1.0,23.0,17.0,1.0
16671.png,16.0,9.0,25.0,2.0,34.0,18.0,4.0
16672.png,26.0,11.0,42.0,10.0,53.0,36.0,2.0
16672.png,26.0,8.0,53.0,9.0,61.0,35.0,1.0
16672.png,26.0,11.0,60.0,9.0,71.0,35.0,5.0
16673.png,34.0,8.0,30.0,1.0,38.0,35.0,1.0
16673.png,34.0,12.0,40.0,1.0,52.0,35.0,7.0
16674.png,51.0,21.0,104.0,17.0,125.0,68.0,7.0
16674.png,51.0,34.0,128.0,18.0,162.0,69.0,8.0
16675.png,19.0,8.0,21.0,4.0,29.0,23.0,9.0
16675.png,19.0,10.0,28.0,3.0,38.0,22.0,6.0
16676.png,25.0,14.0,41.0,12.0,55.0,37.0,8.0
16677.png,45.0,16.0,40.0,3.0,56.0,48.0,3.0
16677.png,45.0,18.0,58.0,1.0,76.0,46.0,8.0
16678.png,31.0,12.0,112.0,73.0,124.0,104.0,3.0
16678.png,31.0,13.0,121.0,72.0,134.0,103.0,6.0
16678.png,31.0,12.0,131.0,74.0,143.0,105.0,1.0
16679.png,47.0,9.0,52.0,19.0,61.0,66.0,1.0
16679.png,47.0,13.0,63.0,14.0,76.0,61.0,4.0
16679.png,47.0,16.0,77.0,7.0,93.0,54.0,7.0
16680.png,66.0,35.0,87.0,21.0,122.0,87.0,1.0
16680.png,66.0,36.0,112.0,21.0,148.0,87.0,6.0
16680.png,66.0,36.0,137.0,18.0,173.0,84.0,6.0
16681.png,28.0,12.0,32.0,5.0,44.0,33.0,3.0
16681.png,28.0,13.0,42.0,4.0,55.0,32.0,6.0
16682.png,142.0,84.0,224.0,67.0,308.0,209.0,2.0
16682.png,142.0,79.0,305.0,80.0,384.0,222.0,2.0
16683.png,22.0,17.0,19.0,4.0,36.0,26.0,1.0
16684.png,27.0,12.0,24.0,4.0,36.0,31.0,4.0
16684.png,27.0,14.0,36.0,5.0,50.0,32.0,8.0
16685.png,34.0,13.0,54.0,13.0,67.0,47.0,7.0
16685.png,34.0,13.0,66.0,10.0,79.0,44.0,6.0
16686.png,17.0,9.0,17.0,2.0,26.0,19.0,3.0
16686.png,17.0,9.0,26.0,1.0,35.0,18.0,1.0
16686.png,17.0,10.0,32.0,2.0,42.0,19.0,2.0
16687.png,30.0,14.0,30.0,5.0,44.0,35.0,8.0
16688.png,47.0,24.0,69.0,16.0,93.0,63.0,5.0
16688.png,47.0,23.0,95.0,20.0,118.0,67.0,5.0
16688.png,47.0,23.0,120.0,22.0,143.0,69.0,8.0
16689.png,17.0,9.0,21.0,5.0,30.0,22.0,8.0
16690.png,23.0,11.0,16.0,2.0,27.0,25.0,3.0
16690.png,23.0,11.0,27.0,2.0,38.0,25.0,9.0
16691.png,33.0,18.0,39.0,9.0,57.0,42.0,3.0
16691.png,33.0,3.0,82.0,10.0,85.0,43.0,3.0
16692.png,38.0,14.0,38.0,7.0,52.0,45.0,5.0
16693.png,33.0,30.0,63.0,16.0,93.0,49.0,4.0
16693.png,33.0,21.0,96.0,24.0,117.0,57.0,4.0
16694.png,52.0,29.0,45.0,3.0,74.0,55.0,7.0
16694.png,52.0,31.0,73.0,4.0,104.0,56.0,3.0
16695.png,18.0,11.0,21.0,4.0,32.0,22.0,2.0
16695.png,18.0,11.0,29.0,4.0,40.0,22.0,6.0
16695.png,18.0,12.0,38.0,4.0,50.0,22.0,2.0
16696.png,45.0,25.0,58.0,10.0,83.0,55.0,7.0
16697.png,53.0,17.0,69.0,19.0,86.0,72.0,1.0
16697.png,53.0,32.0,83.0,18.0,115.0,71.0,10.0
16697.png,53.0,29.0,112.0,16.0,141.0,69.0,2.0
16698.png,36.0,18.0,117.0,52.0,135.0,88.0,6.0
16698.png,36.0,19.0,136.0,62.0,155.0,98.0,3.0
16698.png,36.0,23.0,146.0,56.0,169.0,92.0,7.0
16699.png,60.0,34.0,59.0,12.0,93.0,72.0,4.0
16699.png,60.0,20.0,90.0,10.0,110.0,70.0,1.0
16700.png,21.0,8.0,32.0,7.0,40.0,28.0,1.0
16700.png,21.0,9.0,42.0,8.0,51.0,29.0,1.0
16701.png,26.0,12.0,15.0,4.0,27.0,30.0,2.0
16701.png,26.0,14.0,30.0,6.0,44.0,32.0,4.0
16702.png,41.0,20.0,97.0,20.0,117.0,61.0,1.0
16702.png,41.0,21.0,113.0,21.0,134.0,62.0,7.0
16703.png,33.0,24.0,43.0,10.0,67.0,43.0,4.0
16703.png,33.0,18.0,63.0,7.0,81.0,40.0,6.0
16704.png,27.0,14.0,24.0,2.0,38.0,29.0,3.0
16704.png,27.0,14.0,39.0,1.0,53.0,28.0,9.0
16705.png,33.0,18.0,46.0,15.0,64.0,48.0,4.0
16705.png,33.0,15.0,65.0,17.0,80.0,50.0,6.0
16706.png,64.0,34.0,56.0,14.0,90.0,78.0,2.0
16706.png,64.0,29.0,90.0,6.0,119.0,70.0,3.0
16707.png,27.0,17.0,26.0,5.0,43.0,32.0,2.0
16707.png,27.0,17.0,45.0,5.0,62.0,32.0,4.0
16708.png,24.0,9.0,18.0,3.0,27.0,27.0,1.0
16708.png,24.0,9.0,28.0,1.0,37.0,25.0,4.0
16708.png,24.0,8.0,38.0,1.0,46.0,25.0,8.0
16709.png,21.0,7.0,22.0,7.0,29.0,28.0,2.0
16709.png,21.0,6.0,29.0,5.0,35.0,26.0,1.0
16709.png,21.0,6.0,35.0,7.0,41.0,28.0,4.0
16710.png,15.0,5.0,13.0,2.0,18.0,17.0,1.0
16710.png,15.0,4.0,18.0,2.0,22.0,17.0,4.0
16710.png,15.0,3.0,25.0,1.0,28.0,16.0,1.0
16711.png,24.0,5.0,24.0,4.0,29.0,28.0,1.0
16711.png,24.0,10.0,29.0,3.0,39.0,27.0,10.0
16711.png,24.0,10.0,40.0,3.0,50.0,27.0,4.0
16712.png,18.0,8.0,25.0,7.0,33.0,25.0,2.0
16712.png,18.0,6.0,35.0,8.0,41.0,26.0,10.0
16712.png,18.0,8.0,41.0,5.0,49.0,23.0,7.0
16713.png,66.0,38.0,56.0,7.0,94.0,73.0,3.0
16713.png,66.0,42.0,96.0,7.0,138.0,73.0,10.0
16714.png,34.0,23.0,58.0,18.0,81.0,52.0,2.0
16714.png,34.0,21.0,81.0,17.0,102.0,51.0,6.0
16714.png,34.0,21.0,101.0,15.0,122.0,49.0,7.0
16715.png,37.0,23.0,55.0,18.0,78.0,55.0,9.0
16715.png,37.0,17.0,74.0,3.0,91.0,40.0,4.0
16715.png,37.0,20.0,89.0,1.0,109.0,38.0,6.0
16716.png,43.0,28.0,56.0,12.0,84.0,55.0,3.0
16716.png,43.0,24.0,83.0,10.0,107.0,53.0,7.0
16717.png,55.0,18.0,72.0,13.0,90.0,68.0,4.0
16717.png,55.0,20.0,89.0,12.0,109.0,67.0,9.0
16717.png,55.0,18.0,106.0,14.0,124.0,69.0,9.0
16718.png,37.0,8.0,40.0,9.0,48.0,46.0,1.0
16718.png,37.0,20.0,52.0,5.0,72.0,42.0,5.0
16719.png,23.0,12.0,34.0,11.0,46.0,34.0,4.0
16719.png,23.0,13.0,46.0,9.0,59.0,32.0,9.0
16719.png,23.0,10.0,60.0,9.0,70.0,32.0,4.0
16720.png,22.0,9.0,46.0,24.0,55.0,46.0,1.0
16720.png,22.0,15.0,52.0,20.0,67.0,42.0,2.0
16720.png,22.0,11.0,65.0,15.0,76.0,37.0,7.0
16720.png,22.0,13.0,75.0,12.0,88.0,34.0,2.0
16721.png,20.0,11.0,20.0,1.0,31.0,21.0,6.0
16721.png,20.0,16.0,34.0,1.0,50.0,21.0,7.0
16722.png,20.0,7.0,20.0,2.0,27.0,22.0,2.0
16722.png,20.0,5.0,30.0,3.0,35.0,23.0,3.0
16723.png,49.0,17.0,46.0,7.0,63.0,56.0,1.0
16723.png,49.0,27.0,64.0,12.0,91.0,61.0,10.0
16724.png,31.0,13.0,40.0,15.0,53.0,46.0,9.0
16724.png,31.0,9.0,54.0,9.0,63.0,40.0,7.0
16724.png,31.0,16.0,65.0,5.0,81.0,36.0,5.0
16725.png,78.0,39.0,58.0,4.0,97.0,82.0,7.0
16726.png,76.0,26.0,71.0,12.0,97.0,88.0,7.0
16726.png,76.0,29.0,92.0,17.0,121.0,93.0,8.0
16727.png,27.0,10.0,34.0,5.0,44.0,32.0,5.0
16727.png,27.0,15.0,42.0,8.0,57.0,35.0,5.0
16728.png,78.0,36.0,106.0,26.0,142.0,104.0,8.0
16728.png,78.0,40.0,140.0,26.0,180.0,104.0,5.0
16729.png,29.0,15.0,28.0,4.0,43.0,33.0,2.0
16729.png,29.0,13.0,43.0,4.0,56.0,33.0,10.0
16730.png,36.0,22.0,26.0,1.0,48.0,37.0,2.0
16730.png,36.0,20.0,46.0,1.0,66.0,37.0,6.0
16730.png,36.0,18.0,69.0,2.0,87.0,38.0,4.0
16731.png,20.0,8.0,46.0,12.0,54.0,32.0,1.0
16731.png,20.0,13.0,54.0,13.0,67.0,33.0,9.0
16731.png,20.0,7.0,68.0,14.0,75.0,34.0,1.0
16732.png,151.0,125.0,158.0,35.0,283.0,186.0,3.0
16732.png,151.0,134.0,295.0,23.0,429.0,174.0,2.0
16733.png,37.0,19.0,179.0,21.0,198.0,58.0,4.0
16733.png,37.0,13.0,192.0,32.0,205.0,69.0,4.0
16733.png,37.0,19.0,204.0,34.0,223.0,71.0,5.0
16734.png,49.0,32.0,62.0,17.0,94.0,66.0,2.0
16734.png,49.0,31.0,97.0,18.0,128.0,67.0,5.0
16734.png,49.0,31.0,127.0,17.0,158.0,66.0,3.0
16735.png,37.0,19.0,47.0,16.0,66.0,53.0,2.0
16735.png,37.0,13.0,62.0,14.0,75.0,51.0,1.0
16736.png,44.0,18.0,77.0,22.0,95.0,66.0,8.0
16736.png,44.0,19.0,94.0,26.0,113.0,70.0,4.0
16737.png,26.0,15.0,29.0,3.0,44.0,29.0,5.0
16738.png,42.0,26.0,72.0,13.0,98.0,55.0,5.0
16738.png,42.0,18.0,97.0,23.0,115.0,65.0,10.0
16739.png,60.0,29.0,48.0,6.0,77.0,66.0,6.0
16739.png,60.0,28.0,81.0,9.0,109.0,69.0,9.0
16740.png,27.0,13.0,48.0,21.0,61.0,48.0,1.0
16740.png,27.0,15.0,58.0,22.0,73.0,49.0,7.0
16740.png,27.0,15.0,70.0,18.0,85.0,45.0,7.0
16741.png,48.0,25.0,50.0,11.0,75.0,59.0,3.0
16741.png,48.0,20.0,76.0,8.0,96.0,56.0,1.0
16742.png,28.0,18.0,30.0,4.0,48.0,32.0,3.0
16742.png,28.0,21.0,46.0,7.0,67.0,35.0,5.0
16743.png,33.0,19.0,42.0,20.0,61.0,53.0,9.0
16743.png,33.0,21.0,53.0,7.0,74.0,40.0,10.0
16744.png,16.0,5.0,21.0,5.0,26.0,21.0,1.0
16744.png,16.0,7.0,24.0,4.0,31.0,20.0,7.0
16745.png,43.0,13.0,43.0,7.0,56.0,50.0,1.0
16745.png,43.0,15.0,57.0,1.0,72.0,44.0,1.0
16745.png,43.0,18.0,78.0,5.0,96.0,48.0,9.0
16746.png,36.0,6.0,56.0,17.0,62.0,53.0,2.0
16746.png,36.0,9.0,63.0,21.0,72.0,57.0,7.0
16747.png,44.0,16.0,51.0,10.0,67.0,54.0,2.0
16747.png,44.0,15.0,68.0,9.0,83.0,53.0,6.0
16748.png,13.0,8.0,16.0,4.0,24.0,17.0,3.0
16749.png,22.0,10.0,21.0,4.0,31.0,26.0,7.0
16749.png,22.0,11.0,33.0,3.0,44.0,25.0,7.0
16750.png,36.0,17.0,41.0,9.0,58.0,45.0,9.0
16750.png,36.0,16.0,60.0,12.0,76.0,48.0,5.0
16751.png,36.0,17.0,28.0,1.0,45.0,37.0,5.0
16752.png,50.0,23.0,75.0,16.0,98.0,66.0,5.0
16752.png,50.0,22.0,101.0,18.0,123.0,68.0,6.0
16753.png,19.0,12.0,50.0,18.0,62.0,37.0,2.0
16753.png,19.0,13.0,62.0,15.0,75.0,34.0,3.0
16753.png,19.0,15.0,73.0,16.0,88.0,35.0,10.0
16754.png,43.0,33.0,36.0,4.0,69.0,47.0,2.0
16755.png,12.0,5.0,17.0,2.0,22.0,14.0,2.0
16755.png,12.0,5.0,22.0,2.0,27.0,14.0,10.0
16755.png,12.0,7.0,27.0,3.0,34.0,15.0,10.0
16756.png,26.0,9.0,24.0,3.0,33.0,29.0,5.0
16756.png,26.0,11.0,34.0,4.0,45.0,30.0,9.0
16757.png,39.0,24.0,35.0,10.0,59.0,49.0,5.0
16757.png,39.0,17.0,59.0,8.0,76.0,47.0,10.0
16758.png,46.0,25.0,58.0,11.0,83.0,57.0,2.0
16758.png,46.0,27.0,86.0,13.0,113.0,59.0,7.0
16759.png,56.0,35.0,99.0,26.0,134.0,82.0,3.0
16759.png,56.0,35.0,133.0,36.0,168.0,92.0,1.0
16760.png,27.0,7.0,48.0,14.0,55.0,41.0,1.0
16760.png,27.0,13.0,53.0,15.0,66.0,42.0,5.0
16761.png,13.0,8.0,14.0,1.0,22.0,14.0,6.0
16762.png,19.0,10.0,15.0,1.0,25.0,20.0,2.0
16762.png,19.0,10.0,27.0,1.0,37.0,20.0,4.0
16763.png,25.0,11.0,59.0,16.0,70.0,41.0,2.0
16763.png,25.0,14.0,68.0,17.0,82.0,42.0,2.0
16763.png,25.0,13.0,80.0,15.0,93.0,40.0,10.0
16764.png,42.0,16.0,36.0,3.0,52.0,45.0,1.0
16764.png,42.0,21.0,48.0,5.0,69.0,47.0,3.0
16765.png,18.0,6.0,18.0,3.0,24.0,21.0,1.0
16765.png,18.0,6.0,25.0,1.0,31.0,19.0,5.0
16765.png,18.0,7.0,33.0,0.0,40.0,18.0,3.0
16765.png,18.0,9.0,40.0,2.0,49.0,20.0,4.0
16766.png,27.0,15.0,26.0,7.0,41.0,34.0,2.0
16766.png,27.0,15.0,41.0,6.0,56.0,33.0,4.0
16766.png,27.0,14.0,57.0,7.0,71.0,34.0,10.0
16766.png,27.0,14.0,70.0,5.0,84.0,32.0,7.0
16767.png,23.0,9.0,19.0,1.0,28.0,24.0,2.0
16767.png,23.0,11.0,29.0,1.0,40.0,24.0,4.0
16767.png,23.0,10.0,39.0,1.0,49.0,24.0,7.0
16768.png,25.0,14.0,26.0,5.0,40.0,30.0,2.0
16768.png,25.0,13.0,40.0,3.0,53.0,28.0,10.0
16769.png,20.0,11.0,29.0,7.0,40.0,27.0,6.0
16770.png,29.0,17.0,27.0,1.0,44.0,30.0,9.0
16771.png,58.0,32.0,39.0,1.0,71.0,59.0,8.0
16771.png,58.0,37.0,63.0,1.0,100.0,59.0,7.0
16772.png,25.0,14.0,21.0,1.0,35.0,26.0,7.0
16772.png,25.0,9.0,36.0,7.0,45.0,32.0,8.0
16773.png,12.0,7.0,8.0,1.0,15.0,13.0,1.0
16773.png,12.0,7.0,15.0,1.0,22.0,13.0,8.0
16773.png,12.0,8.0,21.0,1.0,29.0,13.0,8.0
16773.png,12.0,6.0,28.0,1.0,34.0,13.0,2.0
16774.png,74.0,42.0,107.0,50.0,149.0,124.0,9.0
16774.png,74.0,25.0,145.0,41.0,170.0,115.0,1.0
16774.png,74.0,60.0,168.0,43.0,228.0,117.0,5.0
16775.png,32.0,13.0,79.0,8.0,92.0,40.0,2.0
16775.png,32.0,12.0,89.0,7.0,101.0,39.0,3.0
16775.png,32.0,13.0,99.0,7.0,112.0,39.0,7.0
16776.png,30.0,18.0,42.0,10.0,60.0,40.0,5.0
16777.png,25.0,12.0,26.0,5.0,38.0,30.0,3.0
16777.png,25.0,12.0,36.0,6.0,48.0,31.0,6.0
16777.png,25.0,10.0,45.0,7.0,55.0,32.0,1.0
16778.png,41.0,24.0,58.0,12.0,82.0,53.0,4.0
16778.png,41.0,20.0,80.0,14.0,100.0,55.0,1.0
16779.png,36.0,20.0,59.0,15.0,79.0,51.0,8.0
16780.png,62.0,33.0,61.0,8.0,94.0,70.0,6.0
16780.png,62.0,40.0,91.0,13.0,131.0,75.0,8.0
16781.png,15.0,9.0,21.0,5.0,30.0,20.0,7.0
16781.png,15.0,8.0,32.0,4.0,40.0,19.0,9.0
16782.png,55.0,36.0,54.0,16.0,90.0,71.0,4.0
16782.png,55.0,18.0,92.0,12.0,110.0,67.0,1.0
16783.png,71.0,40.0,92.0,21.0,132.0,92.0,2.0
16783.png,71.0,48.0,130.0,17.0,178.0,88.0,7.0
16784.png,15.0,6.0,12.0,1.0,18.0,16.0,1.0
16784.png,15.0,7.0,19.0,1.0,26.0,16.0,1.0
16785.png,29.0,13.0,25.0,4.0,38.0,33.0,5.0
16785.png,29.0,12.0,38.0,4.0,50.0,33.0,2.0
16786.png,35.0,15.0,35.0,5.0,50.0,40.0,3.0
16786.png,35.0,15.0,50.0,7.0,65.0,42.0,4.0
16787.png,17.0,9.0,15.0,1.0,24.0,18.0,4.0
16787.png,17.0,8.0,23.0,1.0,31.0,18.0,7.0
16787.png,17.0,9.0,31.0,1.0,40.0,18.0,10.0
16788.png,83.0,42.0,124.0,67.0,166.0,150.0,1.0
16788.png,83.0,37.0,163.0,69.0,200.0,152.0,1.0
16788.png,83.0,35.0,197.0,71.0,232.0,154.0,1.0
16789.png,65.0,56.0,77.0,46.0,133.0,111.0,2.0
16789.png,65.0,36.0,128.0,36.0,164.0,101.0,5.0
16789.png,65.0,46.0,163.0,15.0,209.0,80.0,3.0
16790.png,20.0,7.0,19.0,1.0,26.0,21.0,2.0
16790.png,20.0,6.0,26.0,1.0,32.0,21.0,10.0
16791.png,31.0,12.0,34.0,5.0,46.0,36.0,2.0
16791.png,31.0,15.0,47.0,5.0,62.0,36.0,7.0
16791.png,31.0,12.0,62.0,5.0,74.0,36.0,8.0
16792.png,52.0,28.0,61.0,13.0,89.0,65.0,4.0
16792.png,52.0,27.0,91.0,12.0,118.0,64.0,6.0
16793.png,32.0,15.0,151.0,30.0,166.0,62.0,1.0
16793.png,32.0,16.0,166.0,33.0,182.0,65.0,8.0
16794.png,29.0,8.0,33.0,3.0,41.0,32.0,1.0
16794.png,29.0,11.0,44.0,5.0,55.0,34.0,3.0
16794.png,29.0,13.0,57.0,6.0,70.0,35.0,3.0
16795.png,31.0,15.0,37.0,8.0,52.0,39.0,4.0
16795.png,31.0,13.0,52.0,8.0,65.0,39.0,3.0
16796.png,18.0,6.0,22.0,3.0,28.0,21.0,1.0
16796.png,18.0,10.0,28.0,1.0,38.0,19.0,4.0
16797.png,32.0,10.0,35.0,6.0,45.0,38.0,1.0
16797.png,32.0,16.0,48.0,4.0,64.0,36.0,3.0
16798.png,36.0,21.0,93.0,41.0,114.0,77.0,7.0
16798.png,36.0,23.0,108.0,43.0,131.0,79.0,3.0
16798.png,36.0,25.0,120.0,41.0,145.0,77.0,5.0
16799.png,37.0,18.0,32.0,4.0,50.0,41.0,5.0
16799.png,37.0,19.0,53.0,4.0,72.0,41.0,10.0
16800.png,30.0,11.0,40.0,9.0,51.0,39.0,1.0
16800.png,30.0,7.0,52.0,11.0,59.0,41.0,6.0
16800.png,30.0,15.0,60.0,8.0,75.0,38.0,10.0
16801.png,41.0,23.0,46.0,13.0,69.0,54.0,9.0
16801.png,41.0,19.0,73.0,13.0,92.0,54.0,3.0
16802.png,16.0,8.0,19.0,2.0,27.0,18.0,7.0
16802.png,16.0,6.0,26.0,2.0,32.0,18.0,4.0
16803.png,20.0,11.0,36.0,13.0,47.0,33.0,2.0
16803.png,20.0,9.0,47.0,11.0,56.0,31.0,4.0
16803.png,20.0,8.0,55.0,11.0,63.0,31.0,6.0
16804.png,17.0,10.0,24.0,8.0,34.0,25.0,4.0
16805.png,19.0,7.0,20.0,5.0,27.0,24.0,1.0
16806.png,16.0,6.0,18.0,2.0,24.0,18.0,8.0
16806.png,16.0,6.0,26.0,1.0,32.0,17.0,4.0
16807.png,48.0,24.0,88.0,23.0,112.0,71.0,7.0
16808.png,26.0,16.0,50.0,29.0,66.0,55.0,1.0
16808.png,26.0,17.0,61.0,22.0,78.0,48.0,10.0
